Cluster,N,Depression,Anxiety,Stress,Burnout
0,389,-0.6348044174673239,-0.5819769827323297,-0.45920628275420067,-0.5538901159290558
1,307,0.8178133767697213,0.7191633459156569,0.5710966822628517,0.7454727831400352
