Cluster,N,Depression,Anxiety,Stress,Burnout
0,29,-0.20327644093694958,0.03496894436586448,0.08929622985409964,0.08842069403983899
1,12,1.0485904300051014,0.6327286771156849,-0.3395513827153527,0.34365568714452915
2,29,-0.7137464271463296,-0.7540739028638984,0.021583448922080837,-0.7137464271463296
3,10,1.4010578014353876,1.3261299671054767,0.08591059080749867,1.4010578014353876
