Cluster,N,Depression,Anxiety,Stress,Burnout
0,507,-0.70387536424347,-0.40982832658049756,-0.22273985919393524,-0.45945766605833877
1,468,0.7024911633212839,0.37841188516409036,0.23084334379392013,0.4690034284952555
