Cluster,N,Depression,Anxiety,Stress,Burnout
0,12786,0.7482396879375776,0.49957878960271934,0.4087739430642363,-0.21977523751395872
1,9534,-1.0034605254845674,-0.6699826309901795,-0.548204702750087,0.29473947837775105
