Cluster,N,Depression,Anxiety,Stress,Burnout
0,178,-1.093311002057059,-0.3397770686389884,-0.6334400170571217,0.14228193898170682
1,167,0.6568020764012285,0.30769580502814714,-0.743739038144185,0.075009160517179
2,88,-0.9014172902725671,-0.673022010632817,1.3001160322444967,0.059605131579318654
3,75,-0.14073093535250375,2.037087858591296,-0.1447968006704564,-0.19888504211895824
4,141,0.7676287800930393,0.35100471455568993,1.131536368266495,0.004798627068772074
5,73,0.757280410220782,0.4958811600243728,0.23539227891027575,2.408470547507988
6,126,-0.8046503757829513,-0.33305854809555696,-0.1682758909959728,-1.7753159190393923
7,127,0.6659277753930146,-1.2509633494033798,-0.21272152848258946,0.04379392829302635
