Cluster,N,Depression,Anxiety,Stress,Burnout
0,13029,0.8136629408627493,0.44509278057094,0.3439533049398091,-0.1670937686771094
1,9291,-1.1345377946855082,-0.6135597965973877,-0.4846860291890263,0.2299354250254208
