Cluster,N,Depression,Anxiety,Stress,Burnout
0,306,0.8212511483212281,0.718559111555386,0.5729139354463526,0.7490077483148834
1,390,-0.633777084904565,-0.5781666339044043,-0.45799032508531407,-0.5533320042481186
