dataset,ae_latent_dim,pca_dim,ae_silhouette,pca_silhouette,sil_improve_pct,ae_ch,pca_ch,ch_improve_pct,ae_db,pca_db,db_improve_pct
D1-Swiss,4,1,0.47803550958633423,0.5749168609645138,-16.851367207363825,985.4657592773438,1391.466310568308,-29.177893004476978,0.7475895243353009,0.5762971276710631,-29.72293083542965
D2-Cultural,3,1,0.3312350809574127,0.7359438514296166,-54.99179994316577,43.08043670654297,4154.805417197196,-98.96311782669224,1.3572285197619465,0.3589559878127251,-278.10443782596576
D3-Academic,2,1,0.4027336835861206,0.6601890690237091,-38.9972202687807,18747.646484375,76041.15297535578,-75.34539423613036,0.7437527825486326,0.4506958290812086,-65.0232228829035
D4-Tech,3,1,0.35795730352401733,0.5260267693688823,-31.950743884481724,1294.8546142578125,2061.484976315738,-37.18825850615892,0.8707105210473566,0.5780006250173872,-50.6417957629655
